"ACTION_DIRECTION","ACTION_SCORE","ACTION_TYPE","edge-label","EDGE_UNIQUE_SUID","EVIDENCE_CODE","INITIAL_SOURCE_NAME","INITIAL_TARGET_NAME","interaction","INTERACTION_TYPE","KappaScore","name","Regulates Source","Regulates Target","selected","shared interaction","shared name","SIGNUM","SOURCE_NAME","SOURCE_SYMBOL_NAME","TARGET_NAME","TARGET_SYMBOL_NAME","UNIQUE_ID"
"",,"","","3109","TAS","R-HSA:1280218","5295","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) PIK3R1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) PIK3R1","","","","","","R-HSA:1280218 (gene-term) 5295"
"",,"","","3106","TAS","R-HSA:1280218","5170","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) PDPK1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) PDPK1","","","","","","R-HSA:1280218 (gene-term) 5170"
"",,"","","3103","TAS","R-HSA:1280218","51465","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) UBE2J1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) UBE2J1","","","","","","R-HSA:1280218 (gene-term) 51465"
"",,"","","3097","TAS","R-HSA:1280218","51348","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) KLRF1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) KLRF1","","","","","","R-HSA:1280218 (gene-term) 51348"
"",,"","","3091","TAS","R-HSA:1280218","51088","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) KLHL5","","","false","gene-term","Adaptive%20Immune%20System (gene-term) KLHL5","","","","","","R-HSA:1280218 (gene-term) 51088"
"",,"","","3085","TAS","R-HSA:1280218","5058","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) PAK1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) PAK1","","","","","","R-HSA:1280218 (gene-term) 5058"
"",,"","","3082","TAS","R-HSA:1280218","4775","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) NFATC3","","","false","gene-term","Adaptive%20Immune%20System (gene-term) NFATC3","","","","","","R-HSA:1280218 (gene-term) 4775"
"",,"","","3079","TAS","R-HSA:1280218","4773","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) NFATC2","","","false","gene-term","Adaptive%20Immune%20System (gene-term) NFATC2","","","","","","R-HSA:1280218 (gene-term) 4773"
"",,"","","3076","TAS","R-HSA:1280218","4772","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) NFATC1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) NFATC1","","","","","","R-HSA:1280218 (gene-term) 4772"
"",,"","","3073","TAS","R-HSA:1280218","3824","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) KLRD1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) KLRD1","","","","","","R-HSA:1280218 (gene-term) 3824"
"",,"","","3067","TAS","R-HSA:1280218","3811","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) KIR3DL1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) KIR3DL1","","","","","","R-HSA:1280218 (gene-term) 3811"
"",,"","","3061","TAS","R-HSA:1280218","375","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) ARF1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) ARF1","","","","","","R-HSA:1280218 (gene-term) 375"
"",,"","","3058","TAS","R-HSA:1280218","3134","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-F","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-F","","","","","","R-HSA:1280218 (gene-term) 3134"
"",,"","","3055","TAS","R-HSA:1280218","3133","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-E","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-E","","","","","","R-HSA:1280218 (gene-term) 3133"
"",,"","","3052","TAS","R-HSA:1280218","3123","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-DRB1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-DRB1","","","","","","R-HSA:1280218 (gene-term) 3123"
"",,"","","3049","TAS","R-HSA:1280218","3115","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-DPB1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-DPB1","","","","","","R-HSA:1280218 (gene-term) 3115"
"",,"","","3046","TAS","R-HSA:1280218","3113","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-DPA1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-DPA1","","","","","","R-HSA:1280218 (gene-term) 3113"
"",,"","","3043","TAS","R-HSA:1280218","3107","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-C","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-C","","","","","","R-HSA:1280218 (gene-term) 3107"
"",,"","","3040","TAS","R-HSA:1280218","3106","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-B","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-B","","","","","","R-HSA:1280218 (gene-term) 3106"
"",,"","","3037","TAS","R-HSA:1280218","3105","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HLA-A","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HLA-A","","","","","","R-HSA:1280218 (gene-term) 3105"
"",,"","","3034","TAS","R-HSA:1280218","29992","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) PILRA","","","false","gene-term","Adaptive%20Immune%20System (gene-term) PILRA","","","","","","R-HSA:1280218 (gene-term) 29992"
"",,"","","3028","TAS","R-HSA:1280218","29116","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) MYLIP","","","false","gene-term","Adaptive%20Immune%20System (gene-term) MYLIP","","","","","","R-HSA:1280218 (gene-term) 29116"
"",,"","","3022","TAS","R-HSA:1280218","26190","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) FBXW2","","","false","gene-term","Adaptive%20Immune%20System (gene-term) FBXW2","","","","","","R-HSA:1280218 (gene-term) 26190"
"",,"","","3016","TAS","R-HSA:1280218","25793","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) FBXO7","","","false","gene-term","Adaptive%20Immune%20System (gene-term) FBXO7","","","","","","R-HSA:1280218 (gene-term) 25793"
"",,"","","3010","TAS","R-HSA:1280218","23643","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) LY96","","","false","gene-term","Adaptive%20Immune%20System (gene-term) LY96","","","","","","R-HSA:1280218 (gene-term) 23643"
"",,"","","3007","TAS","R-HSA:1280218","23108","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) RAP1GAP2","","","false","gene-term","Adaptive%20Immune%20System (gene-term) RAP1GAP2","","","","","","R-HSA:1280218 (gene-term) 23108"
"",,"","","3001","TAS","R-HSA:1280218","2214","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) FCGR3A","","","false","gene-term","Adaptive%20Immune%20System (gene-term) FCGR3A","","","","","","R-HSA:1280218 (gene-term) 2214"
"",,"","","2995","TAS","R-HSA:1280218","2209","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) FCGR1A","","","false","gene-term","Adaptive%20Immune%20System (gene-term) FCGR1A","","","","","","R-HSA:1280218 (gene-term) 2209"
"",,"","","2992","TAS","R-HSA:1280218","207","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) AKT1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) AKT1","","","","","","R-HSA:1280218 (gene-term) 207"
"",,"","","2989","TAS","R-HSA:1280218","1781","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) DYNC1I2","","","false","gene-term","Adaptive%20Immune%20System (gene-term) DYNC1I2","","","","","","R-HSA:1280218 (gene-term) 1781"
"",,"","","2983","TAS","R-HSA:1280218","11119","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) BTN3A1","","","false","gene-term","Adaptive%20Immune%20System (gene-term) BTN3A1","","","","","","R-HSA:1280218 (gene-term) 11119"
"",,"","","2977","TAS","R-HSA:1280218","11027","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) LILRA2","","","false","gene-term","Adaptive%20Immune%20System (gene-term) LILRA2","","","","","","R-HSA:1280218 (gene-term) 11027"
"",,"","","2971","TAS","R-HSA:1280218","10870","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) HCST","","","false","gene-term","Adaptive%20Immune%20System (gene-term) HCST","","","","","","R-HSA:1280218 (gene-term) 10870"
"",,"","","2965","TAS","R-HSA:1280218","10197","gene-term","R-HSA:1280218",,"Adaptive%20Immune%20System (gene-term) PSME3","","","false","gene-term","Adaptive%20Immune%20System (gene-term) PSME3","","","","","","R-HSA:1280218 (gene-term) 10197"
"",,"","","2959","TAS","R-HSA:1280215","998","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CDC42","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CDC42","","","","","","R-HSA:1280215 (gene-term) 998"
"",,"","","2956","TAS","R-HSA:1280215","9978","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RBX1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RBX1","","","","","","R-HSA:1280215 (gene-term) 9978"
"",,"","","2953","TAS","R-HSA:1280215","960","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CD44","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CD44","","","","","","R-HSA:1280215 (gene-term) 960"
"",,"","","2947","TAS","R-HSA:1280215","9491","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMF1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMF1","","","","","","R-HSA:1280215 (gene-term) 9491"
"",,"","","2944","TAS","R-HSA:1280215","948","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CD36","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CD36","","","","","","R-HSA:1280215 (gene-term) 948"
"",,"","","2941","TAS","R-HSA:1280215","943","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFRSF8","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFRSF8","","","","","","R-HSA:1280215 (gene-term) 943"
"",,"","","2935","TAS","R-HSA:1280215","9246","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) UBE2L6","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) UBE2L6","","","","","","R-HSA:1280215 (gene-term) 9246"
"",,"","","2929","TAS","R-HSA:1280215","8945","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) BTRC","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) BTRC","","","","","","R-HSA:1280215 (gene-term) 8945"
"",,"","","2926","TAS","R-HSA:1280215","8878","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) SQSTM1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) SQSTM1","","","","","","R-HSA:1280215 (gene-term) 8878"
"",,"","","2920","TAS","R-HSA:1280215","829","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAPZA1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAPZA1","","","","","","R-HSA:1280215 (gene-term) 829"
"",,"","","2914","TAS","R-HSA:1280215","818","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2G","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2G","","","","","","R-HSA:1280215 (gene-term) 818"
"",,"","","2911","TAS","R-HSA:1280215","817","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2D","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2D","","","","","","R-HSA:1280215 (gene-term) 817"
"",,"","","2908","TAS","R-HSA:1280215","816","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2B","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2B","","","","","","R-HSA:1280215 (gene-term) 816"
"",,"","","2905","TAS","R-HSA:1280215","815","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CAMK2A","","","","","","R-HSA:1280215 (gene-term) 815"
"",,"","","2902","TAS","R-HSA:1280215","7867","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPKAPK3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPKAPK3","","","","","","R-HSA:1280215 (gene-term) 7867"
"",,"","","2896","TAS","R-HSA:1280215","7706","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TRIM25","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TRIM25","","","","","","R-HSA:1280215 (gene-term) 7706"
"",,"","","2890","TAS","R-HSA:1280215","729230","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CCR2","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CCR2","","","","","","R-HSA:1280215 (gene-term) 729230"
"",,"","","2884","TAS","R-HSA:1280215","7157","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TP53","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TP53","","","","","","R-HSA:1280215 (gene-term) 7157"
"",,"","","2881","TAS","R-HSA:1280215","7133","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFRSF1B","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNFRSF1B","","","","","","R-HSA:1280215 (gene-term) 7133"
"",,"","","2875","TAS","R-HSA:1280215","7124","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNF","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) TNF","","","","","","R-HSA:1280215 (gene-term) 7124"
"",,"","","2872","TAS","R-HSA:1280215","6923","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) ELOB","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) ELOB","","","","","","R-HSA:1280215 (gene-term) 6923"
"",,"","","2869","TAS","R-HSA:1280215","6850","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) SYK","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) SYK","","","","","","R-HSA:1280215 (gene-term) 6850"
"",,"","","2866","TAS","R-HSA:1280215","6778","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) STAT6","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) STAT6","","","","","","R-HSA:1280215 (gene-term) 6778"
"",,"","","2860","TAS","R-HSA:1280215","6597","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) SMARCA4","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) SMARCA4","","","","","","R-HSA:1280215 (gene-term) 6597"
"",,"","","2857","TAS","R-HSA:1280215","6351","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) CCL4","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) CCL4","","","","","","R-HSA:1280215 (gene-term) 6351"
"",,"","","2851","TAS","R-HSA:1280215","6283","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) S100A12","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) S100A12","","","","","","R-HSA:1280215 (gene-term) 6283"
"",,"","","2845","TAS","R-HSA:1280215","6233","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RPS27A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RPS27A","","","","","","R-HSA:1280215 (gene-term) 6233"
"",,"","","2842","TAS","R-HSA:1280215","6175","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RPLP0","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RPLP0","","","","","","R-HSA:1280215 (gene-term) 6175"
"",,"","","2839","TAS","R-HSA:1280215","6095","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RORA","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RORA","","","","","","R-HSA:1280215 (gene-term) 6095"
"",,"","","2833","TAS","R-HSA:1280215","5970","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RELA","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RELA","","","","","","R-HSA:1280215 (gene-term) 5970"
"",,"","","2830","TAS","R-HSA:1280215","5898","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) RALA","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) RALA","","","","","","R-HSA:1280215 (gene-term) 5898"
"",,"","","2824","TAS","R-HSA:1280215","5724","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PTAFR","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PTAFR","","","","","","R-HSA:1280215 (gene-term) 5724"
"",,"","","2818","TAS","R-HSA:1280215","5720","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSME1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSME1","","","","","","R-HSA:1280215 (gene-term) 5720"
"",,"","","2815","TAS","R-HSA:1280215","5695","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMB7","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMB7","","","","","","R-HSA:1280215 (gene-term) 5695"
"",,"","","2812","TAS","R-HSA:1280215","5689","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMB1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PSMB1","","","","","","R-HSA:1280215 (gene-term) 5689"
"",,"","","2809","TAS","R-HSA:1280215","567","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) B2M","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) B2M","","","","","","R-HSA:1280215 (gene-term) 567"
"",,"","","2806","TAS","R-HSA:1280215","5602","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK10","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK10","","","","","","R-HSA:1280215 (gene-term) 5602"
"",,"","","2800","TAS","R-HSA:1280215","5601","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK9","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK9","","","","","","R-HSA:1280215 (gene-term) 5601"
"",,"","","2794","TAS","R-HSA:1280215","5600","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK11","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK11","","","","","","R-HSA:1280215 (gene-term) 5600"
"",,"","","2791","TAS","R-HSA:1280215","5599","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK8","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK8","","","","","","R-HSA:1280215 (gene-term) 5599"
"",,"","","2788","TAS","R-HSA:1280215","5598","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK7","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAPK7","","","","","","R-HSA:1280215 (gene-term) 5598"
"",,"","","2785","TAS","R-HSA:1280215","5580","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PRKCD","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PRKCD","","","","","","R-HSA:1280215 (gene-term) 5580"
"",,"","","2782","TAS","R-HSA:1280215","5451","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) POU2F1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) POU2F1","","","","","","R-HSA:1280215 (gene-term) 5451"
"",,"","","2776","TAS","R-HSA:1280215","5371","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PML","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PML","","","","","","R-HSA:1280215 (gene-term) 5371"
"",,"","","2773","TAS","R-HSA:1280215","5295","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) PIK3R1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) PIK3R1","","","","","","R-HSA:1280215 (gene-term) 5295"
"",,"","","2770","TAS","R-HSA:1280215","51561","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL23A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IL23A","","","","","","R-HSA:1280215 (gene-term) 51561"
"",,"","","2764","TAS","R-HSA:1280215","4928","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) NUP98","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) NUP98","","","","","","R-HSA:1280215 (gene-term) 4928"
"",,"","","2758","TAS","R-HSA:1280215","4609","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MYC","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MYC","","","","","","R-HSA:1280215 (gene-term) 4609"
"",,"","","2755","TAS","R-HSA:1280215","4215","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAP3K3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MAP3K3","","","","","","R-HSA:1280215 (gene-term) 4215"
"",,"","","2749","IEA","R-HSA:1280215","4208","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MEF2C","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MEF2C","","","","","","R-HSA:1280215 (gene-term) 4208"
"",,"","","2746","IEA","R-HSA:1280215","4205","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) MEF2A","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) MEF2A","","","","","","R-HSA:1280215 (gene-term) 4205"
"",,"","","2743","TAS","R-HSA:1280215","4088","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) SMAD3","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) SMAD3","","","","","","R-HSA:1280215 (gene-term) 4088"
"",,"","","2740","TAS","R-HSA:1280215","4050","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) LTB","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) LTB","","","","","","R-HSA:1280215 (gene-term) 4050"
"",,"","","2734","TAS","R-HSA:1280215","4001","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) LMNB1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) LMNB1","","","","","","R-HSA:1280215 (gene-term) 4001"
"",,"","","2731","TAS","R-HSA:1280215","3936","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) LCP1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) LCP1","","","","","","R-HSA:1280215 (gene-term) 3936"
"",,"","","2725","TAS","R-HSA:1280215","3934","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) LCN2","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) LCN2","","","","","","R-HSA:1280215 (gene-term) 3934"
"",,"","","2719","TAS","R-HSA:1280215","3840","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) KPNA4","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) KPNA4","","","","","","R-HSA:1280215 (gene-term) 3840"
"",,"","","2713","TAS","R-HSA:1280215","375","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) ARF1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) ARF1","","","","","","R-HSA:1280215 (gene-term) 375"
"",,"","","2707","TAS","R-HSA:1280215","3726","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) JUNB","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) JUNB","","","","","","R-HSA:1280215 (gene-term) 3726"
"",,"","","2701","TAS","R-HSA:1280215","3725","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) JUN","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) JUN","","","","","","R-HSA:1280215 (gene-term) 3725"
"",,"","","2698","TAS","R-HSA:1280215","3716","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) JAK1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) JAK1","","","","","","R-HSA:1280215 (gene-term) 3716"
"",,"","","2692","TAS","R-HSA:1280215","3687","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) ITGAX","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) ITGAX","","","","","","R-HSA:1280215 (gene-term) 3687"
"",,"","","2686","TAS","R-HSA:1280215","3669","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) ISG20","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) ISG20","","","","","","R-HSA:1280215 (gene-term) 3669"
"",,"","","2680","TAS","R-HSA:1280215","3659","gene-term","R-HSA:1280215",,"Cytokine%20Signaling%20in%20Immune%20system (gene-term) IRF1","","","false","gene-term","Cytokine%20Signaling%20in%20Immune%20system (gene-term) IRF1","","","","","","R-HSA:1280215 (gene-term) 3659"
